Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,9328,3.0,3,,,,,,
,,,,,9337,9.0,9,,,,,,
,,,,,9353,16.0,16,,,,,,
,,,,,9358,5.0,5,,,,,,
,,,,,9362,4.0,4,,,,,,
,,,,,9368,6.0,6,,,,,,
,,,,,9374,6.0,6,,,,,,
,,,,,9388,14.0,14,,,,,,
,,,,,9397,9.0,9,,,,,,
,,,,,9424,27.0,27,,,,,,
,,,,,9427,3.0,3,,,,,,
,,,,,9433,6.0,6,,,,,,
,,,,,9438,5.0,5,,,,,,
,,,,,9444,6.0,6,,,,,,
,,,,,9448,4.0,4,,,,,,
,,,,,9452,4.0,4,,,,,,
,,,,,9464,12.0,12,,,,,,
,,,,,9467,3.0,3,,,,,,
,,,,,9471,4.0,4,,,,,,
,,,,,9477,6.0,6,,,,,,
,,,,,9480,3.0,3,,,,,,
,,,,,9483,3.0,3,,,,,,
,,,,,9489,6.0,6,,,,,,
,,,,,9494,5.0,5,,,,,,
,,,,,9508,14.0,14,,,,,,
,,,,,9519,11.0,11,,,,,,
,,,,,9522,3.0,3,,,,,,
,,,,,9527,5.0,5,,,,,,
,,,,,9530,3.0,3,,,,,,
,,,,,9542,12.0,12,,,,,,
,,,,,9545,3.0,3,,,,,,
,,,,,9552,7.0,7,,,,,,
,,,,,9557,5.0,5,,,,,,
,,,,,9560,3.0,3,,,,,,
,,,,,9564,4.0,4,,,,,,
,,,,,9571,7.0,7,,,,,,
,,,,,9576,5.0,5,,,,,,
,,,,,9579,3.0,3,,,,,,
,,,,,9585,6.0,6,,,,,,
,,,,,9590,5.0,5,,,,,,
,,,,,9596,6.0,6,,,,,,
,,,,,9605,9.0,9,,,,,,
,,,,,9609,4.0,4,,,,,,
,,,,,9618,9.0,9,,,,,,
,,,,,9622,4.0,4,,,,,,
,,,,,9637,15.0,15,,,,,,
,,,,,9640,3.0,3,,,,,,
,,,,,9644,4.0,4,,,,,,
,,,,,9649,5.0,5,,,,,,
,,,,,9656,7.0,7,,,,,,
,,,,,9662,6.0,6,,,,,,
,,,,,9665,3.0,3,,,,,,
,,,,,9683,18.0,18,,,,,,
,,,,,9687,4.0,4,,,,,,
,,,,,9705,18.0,18,,,,,,
,,,,,9712,7.0,7,,,,,,
,,,,,9722,10.0,10,,,,,,
,,,,,9729,7.0,7,,,,,,
,,,,,9746,17.0,17,,,,,,
,,,,,9754,8.0,8,,,,,,
,,,,,9760,6.0,6,,,,,,
,,,,,9771,11.0,11,,,,,,
,,,,,9779,8.0,8,,,,,,
,,,,,9785,6.0,6,,,,,,
,,,,,9791,6.0,6,,,,,,
,,,,,9798,7.0,7,,,,,,
,,,,,9806,8.0,8,,,,,,
,,,,,9809,3.0,3,,,,,,
,,,,,9812,3.0,3,,,,,,
,,,,,9821,9.0,9,,,,,,
,,,,,9824,3.0,3,,,,,,
,,,,,9829,5.0,5,,,,,,
,,,,,9833,4.0,4,,,,,,
,,,,,9837,4.0,4,,,,,,
,,,,,9842,5.0,5,,,,,,
,,,,,9845,3.0,3,,,,,,
,,,,,9856,11.0,11,,,,,,
,,,,,9875,19.0,19,,,,,,
,,,,,9878,3.0,3,,,,,,
,,,,,9894,16.0,16,,,,,,
,,,,,9907,13.0,13,,,,,,
,,,,,9919,12.0,12,,,,,,
,,,,,9924,5.0,5,,,,,,
,,,,,9936,12.0,12,,,,,,
,,,,,9948,12.0,12,,,,,,
,,,,,9952,4.0,4,,,,,,
,,,,,9960,8.0,8,,,,,,
,,,,,9968,8.0,8,,,,,,
,,,,,9973,5.0,5,,,,,,
,,,,,9978,5.0,5,,,,,,
,,,,,9982,4.0,4,,,,,,
,,,,,9993,11.0,11,,,,,,
,,,,,9999,6.0,6,,,,,,
6.4,3.0066593,11.0,3.0,6.4,10000,,,2.398690938949585,4.926384925842285,4.9232683181762695,0.0003,0.0003,0.1
,,,,,10009,10.0,10,,,,,,
,,,,,10015,6.0,6,,,,,,
,,,,,10018,3.0,3,,,,,,
,,,,,10029,11.0,11,,,,,,
,,,,,10035,6.0,6,,,,,,
,,,,,10042,7.0,7,,,,,,
,,,,,10053,11.0,11,,,,,,
,,,,,10056,3.0,3,,,,,,
,,,,,10059,3.0,3,,,,,,
,,,,,10070,11.0,11,,,,,,
,,,,,10073,3.0,3,,,,,,
,,,,,10079,6.0,6,,,,,,
,,,,,10082,3.0,3,,,,,,
,,,,,10086,4.0,4,,,,,,
,,,,,10091,5.0,5,,,,,,
,,,,,10096,5.0,5,,,,,,
,,,,,10100,4.0,4,,,,,,
,,,,,10105,5.0,5,,,,,,
,,,,,10111,6.0,6,,,,,,
,,,,,10114,3.0,3,,,,,,
,,,,,10120,6.0,6,,,,,,
,,,,,10124,4.0,4,,,,,,
,,,,,10136,12.0,12,,,,,,
,,,,,10139,3.0,3,,,,,,
,,,,,10142,3.0,3,,,,,,
,,,,,10148,6.0,6,,,,,,
,,,,,10152,4.0,4,,,,,,
,,,,,10155,3.0,3,,,,,,
,,,,,10159,4.0,4,,,,,,
,,,,,10162,3.0,3,,,,,,
,,,,,10167,5.0,5,,,,,,
,,,,,10172,5.0,5,,,,,,
,,,,,10187,15.0,15,,,,,,
,,,,,10191,4.0,4,,,,,,
,,,,,10196,5.0,5,,,,,,
,,,,,10205,9.0,9,,,,,,
,,,,,10210,5.0,5,,,,,,
,,,,,10216,6.0,6,,,,,,
,,,,,10224,8.0,8,,,,,,
,,,,,10228,4.0,4,,,,,,
,,,,,10233,5.0,5,,,,,,
,,,,,10240,7.0,7,,,,,,
,,,,,10255,15.0,15,,,,,,
,,,,,10262,7.0,7,,,,,,
,,,,,10265,3.0,3,,,,,,
,,,,,10276,11.0,11,,,,,,
,,,,,10283,7.0,7,,,,,,
,,,,,10289,6.0,6,,,,,,
,,,,,10293,4.0,4,,,,,,
,,,,,10296,3.0,3,,,,,,
,,,,,10300,4.0,4,,,,,,
,,,,,10307,7.0,7,,,,,,
,,,,,10315,8.0,8,,,,,,
,,,,,10318,3.0,3,,,,,,
,,,,,10324,6.0,6,,,,,,
,,,,,10344,20.0,20,,,,,,
,,,,,10356,12.0,12,,,,,,
,,,,,10364,8.0,8,,,,,,
,,,,,10378,14.0,14,,,,,,
,,,,,10391,13.0,13,,,,,,
,,,,,10399,8.0,8,,,,,,
,,,,,10404,5.0,5,,,,,,
,,,,,10415,11.0,11,,,,,,
,,,,,10420,5.0,5,,,,,,
,,,,,10428,8.0,8,,,,,,
,,,,,10441,13.0,13,,,,,,
,,,,,10453,12.0,12,,,,,,
,,,,,10464,11.0,11,,,,,,
,,,,,10467,3.0,3,,,,,,
,,,,,10472,5.0,5,,,,,,
,,,,,10476,4.0,4,,,,,,
,,,,,10482,6.0,6,,,,,,
,,,,,10487,5.0,5,,,,,,
,,,,,10495,8.0,8,,,,,,
,,,,,10503,8.0,8,,,,,,
,,,,,10509,6.0,6,,,,,,
,,,,,10519,10.0,10,,,,,,
,,,,,10524,5.0,5,,,,,,
,,,,,10537,13.0,13,,,,,,
,,,,,10545,8.0,8,,,,,,
,,,,,10549,4.0,4,,,,,,
,,,,,10556,7.0,7,,,,,,
,,,,,10560,4.0,4,,,,,,
,,,,,10563,3.0,3,,,,,,
,,,,,10574,11.0,11,,,,,,
,,,,,10577,3.0,3,,,,,,
,,,,,10580,3.0,3,,,,,,
,,,,,10598,18.0,18,,,,,,
,,,,,10604,6.0,6,,,,,,
,,,,,10608,4.0,4,,,,,,
,,,,,10611,3.0,3,,,,,,
,,,,,10614,3.0,3,,,,,,
,,,,,10629,15.0,15,,,,,,
,,,,,10635,6.0,6,,,,,,
,,,,,10643,8.0,8,,,,,,
,,,,,10651,8.0,8,,,,,,
,,,,,10656,5.0,5,,,,,,
,,,,,10660,4.0,4,,,,,,
,,,,,10669,9.0,9,,,,,,
,,,,,10676,7.0,7,,,,,,
,,,,,10681,5.0,5,,,,,,
,,,,,10688,7.0,7,,,,,,
,,,,,10702,14.0,14,,,,,,
,,,,,10720,18.0,18,,,,,,
,,,,,10723,3.0,3,,,,,,
,,,,,10734,11.0,11,,,,,,
,,,,,10745,11.0,11,,,,,,
,,,,,10751,6.0,6,,,,,,
,,,,,10755,4.0,4,,,,,,
,,,,,10759,4.0,4,,,,,,
,,,,,10767,8.0,8,,,,,,
,,,,,10775,8.0,8,,,,,,
,,,,,10782,7.0,7,,,,,,
,,,,,10788,6.0,6,,,,,,
,,,,,10794,6.0,6,,,,,,
,,,,,10798,4.0,4,,,,,,
,,,,,10802,4.0,4,,,,,,
,,,,,10808,6.0,6,,,,,,
,,,,,10813,5.0,5,,,,,,
,,,,,10822,9.0,9,,,,,,
,,,,,10825,3.0,3,,,,,,
,,,,,10829,4.0,4,,,,,,
,,,,,10834,5.0,5,,,,,,
,,,,,10841,7.0,7,,,,,,
,,,,,10848,7.0,7,,,,,,
,,,,,10874,26.0,26,,,,,,
,,,,,10878,4.0,4,,,,,,
,,,,,10886,8.0,8,,,,,,
,,,,,10889,3.0,3,,,,,,
,,,,,10900,11.0,11,,,,,,
,,,,,10915,15.0,15,,,,,,
,,,,,10920,5.0,5,,,,,,
,,,,,10929,9.0,9,,,,,,
,,,,,10932,3.0,3,,,,,,
,,,,,10938,6.0,6,,,,,,
,,,,,10942,4.0,4,,,,,,
,,,,,10947,5.0,5,,,,,,
,,,,,10960,13.0,13,,,,,,
,,,,,10975,15.0,15,,,,,,
,,,,,10979,4.0,4,,,,,,
,,,,,10988,9.0,9,,,,,,
,,,,,10996,8.0,8,,,,,,
,,,,,11000,,,1.9696857929229736,5.0059919357299805,5.012354850769043,0.0003,0.0003,0.1
,,,,,11009,13.0,13,,,,,,
,,,,,11012,3.0,3,,,,,,
,,,,,11032,20.0,20,,,,,,
,,,,,11042,10.0,10,,,,,,
,,,,,11046,4.0,4,,,,,,
,,,,,11049,3.0,3,,,,,,
,,,,,11055,6.0,6,,,,,,
,,,,,11060,5.0,5,,,,,,
,,,,,11063,3.0,3,,,,,,
,,,,,11066,3.0,3,,,,,,
,,,,,11086,20.0,20,,,,,,
,,,,,11094,8.0,8,,,,,,
,,,,,11103,9.0,9,,,,,,
,,,,,11110,7.0,7,,,,,,
,,,,,11119,9.0,9,,,,,,
,,,,,11122,3.0,3,,,,,,
,,,,,11127,5.0,5,,,,,,
,,,,,11132,5.0,5,,,,,,
,,,,,11139,7.0,7,,,,,,
,,,,,11143,4.0,4,,,,,,
,,,,,11148,5.0,5,,,,,,
,,,,,11151,3.0,3,,,,,,
,,,,,11154,3.0,3,,,,,,
,,,,,11161,7.0,7,,,,,,
,,,,,11165,4.0,4,,,,,,
,,,,,11170,5.0,5,,,,,,
,,,,,11175,5.0,5,,,,,,
,,,,,11178,3.0,3,,,,,,
,,,,,11183,5.0,5,,,,,,
,,,,,11193,10.0,10,,,,,,
,,,,,11199,6.0,6,,,,,,
,,,,,11203,4.0,4,,,,,,
,,,,,11206,3.0,3,,,,,,
,,,,,11229,23.0,23,,,,,,
,,,,,11234,5.0,5,,,,,,
,,,,,11237,3.0,3,,,,,,
,,,,,11243,6.0,6,,,,,,
,,,,,11251,8.0,8,,,,,,
,,,,,11256,5.0,5,,,,,,
,,,,,11263,7.0,7,,,,,,
,,,,,11268,5.0,5,,,,,,
,,,,,11272,4.0,4,,,,,,
,,,,,11276,4.0,4,,,,,,
,,,,,11282,6.0,6,,,,,,
,,,,,11285,3.0,3,,,,,,
,,,,,11302,17.0,17,,,,,,
,,,,,11310,8.0,8,,,,,,
,,,,,11313,3.0,3,,,,,,
,,,,,11321,8.0,8,,,,,,
,,,,,11331,10.0,10,,,,,,
,,,,,11334,3.0,3,,,,,,
,,,,,11340,6.0,6,,,,,,
,,,,,11344,4.0,4,,,,,,
,,,,,11350,6.0,6,,,,,,
,,,,,11353,3.0,3,,,,,,
,,,,,11357,4.0,4,,,,,,
,,,,,11360,3.0,3,,,,,,
,,,,,11363,3.0,3,,,,,,
,,,,,11367,4.0,4,,,,,,
,,,,,11371,4.0,4,,,,,,
,,,,,11375,4.0,4,,,,,,
,,,,,11382,7.0,7,,,,,,
,,,,,11385,3.0,3,,,,,,
,,,,,11401,16.0,16,,,,,,
,,,,,11405,4.0,4,,,,,,
,,,,,11410,5.0,5,,,,,,
,,,,,11413,3.0,3,,,,,,
,,,,,11418,5.0,5,,,,,,
,,,,,11422,4.0,4,,,,,,
,,,,,11428,6.0,6,,,,,,
,,,,,11432,4.0,4,,,,,,
,,,,,11435,3.0,3,,,,,,
,,,,,11446,11.0,11,,,,,,
,,,,,11455,9.0,9,,,,,,
,,,,,11461,6.0,6,,,,,,
,,,,,11464,3.0,3,,,,,,
,,,,,11476,12.0,12,,,,,,
,,,,,11482,6.0,6,,,,,,
,,,,,11486,4.0,4,,,,,,
,,,,,11491,5.0,5,,,,,,
,,,,,11495,4.0,4,,,,,,
,,,,,11510,15.0,15,,,,,,
,,,,,11524,14.0,14,,,,,,
,,,,,11527,3.0,3,,,,,,
,,,,,11530,3.0,3,,,,,,
,,,,,11536,6.0,6,,,,,,
,,,,,11543,7.0,7,,,,,,
,,,,,11554,11.0,11,,,,,,
,,,,,11565,11.0,11,,,,,,
,,,,,11583,18.0,18,,,,,,
,,,,,11598,15.0,15,,,,,,
,,,,,11618,20.0,20,,,,,,
,,,,,11625,7.0,7,,,,,,
,,,,,11635,10.0,10,,,,,,
,,,,,11639,4.0,4,,,,,,
,,,,,11646,7.0,7,,,,,,
,,,,,11649,3.0,3,,,,,,
,,,,,11653,4.0,4,,,,,,
,,,,,11657,4.0,4,,,,,,
,,,,,11660,3.0,3,,,,,,
,,,,,11664,4.0,4,,,,,,
,,,,,11671,7.0,7,,,,,,
,,,,,11677,6.0,6,,,,,,
,,,,,11683,6.0,6,,,,,,
,,,,,11687,4.0,4,,,,,,
,,,,,11691,4.0,4,,,,,,
,,,,,11698,7.0,7,,,,,,
,,,,,11703,5.0,5,,,,,,
,,,,,11707,4.0,4,,,,,,
,,,,,11730,23.0,23,,,,,,
,,,,,11733,3.0,3,,,,,,
,,,,,11740,7.0,7,,,,,,
,,,,,11744,4.0,4,,,,,,
,,,,,11754,10.0,10,,,,,,
,,,,,11757,3.0,3,,,,,,
,,,,,11761,4.0,4,,,,,,
,,,,,11770,9.0,9,,,,,,
,,,,,11783,13.0,13,,,,,,
,,,,,11787,4.0,4,,,,,,
,,,,,11795,8.0,8,,,,,,
,,,,,11805,10.0,10,,,,,,
,,,,,11809,4.0,4,,,,,,
,,,,,11830,21.0,21,,,,,,
,,,,,11833,3.0,3,,,,,,
,,,,,11844,11.0,11,,,,,,
,,,,,11848,4.0,4,,,,,,
,,,,,11858,10.0,10,,,,,,
,,,,,11861,3.0,3,,,,,,
,,,,,11868,7.0,7,,,,,,
,,,,,11880,12.0,12,,,,,,
,,,,,11885,5.0,5,,,,,,
,,,,,11898,13.0,13,,,,,,
,,,,,11908,10.0,10,,,,,,
,,,,,11912,4.0,4,,,,,,
,,,,,11924,12.0,12,,,,,,
,,,,,11928,4.0,4,,,,,,
,,,,,11938,10.0,10,,,,,,
,,,,,11944,6.0,6,,,,,,
,,,,,11948,4.0,4,,,,,,
,,,,,11952,4.0,4,,,,,,
,,,,,11961,9.0,9,,,,,,
,,,,,11966,5.0,5,,,,,,
,,,,,11971,5.0,5,,,,,,
,,,,,11986,15.0,15,,,,,,
,,,,,11992,6.0,6,,,,,,
,,,,,11999,7.0,7,,,,,,
,,,,,12000,,,2.120504379272461,5.2450032234191895,5.542306900024414,0.0003,0.0003,0.1
,,,,,12007,8.0,8,,,,,,
,,,,,12011,4.0,4,,,,,,
,,,,,12016,5.0,5,,,,,,
,,,,,12029,13.0,13,,,,,,
,,,,,12035,6.0,6,,,,,,
,,,,,12044,9.0,9,,,,,,
,,,,,12053,9.0,9,,,,,,
,,,,,12059,6.0,6,,,,,,
,,,,,12073,14.0,14,,,,,,
,,,,,12078,5.0,5,,,,,,
,,,,,12081,3.0,3,,,,,,
,,,,,12089,8.0,8,,,,,,
,,,,,12096,7.0,7,,,,,,
,,,,,12100,4.0,4,,,,,,
,,,,,12104,4.0,4,,,,,,
,,,,,12109,5.0,5,,,,,,
,,,,,12113,4.0,4,,,,,,
,,,,,12120,7.0,7,,,,,,
,,,,,12124,4.0,4,,,,,,
,,,,,12133,9.0,9,,,,,,
,,,,,12147,14.0,14,,,,,,
,,,,,12153,6.0,6,,,,,,
,,,,,12164,11.0,11,,,,,,
,,,,,12169,5.0,5,,,,,,
,,,,,12176,7.0,7,,,,,,
,,,,,12180,4.0,4,,,,,,
,,,,,12183,3.0,3,,,,,,
,,,,,12187,4.0,4,,,,,,
,,,,,12192,5.0,5,,,,,,
,,,,,12202,10.0,10,,,,,,
,,,,,12210,8.0,8,,,,,,
,,,,,12213,3.0,3,,,,,,
,,,,,12229,16.0,16,,,,,,
,,,,,12233,4.0,4,,,,,,
,,,,,12242,9.0,9,,,,,,
,,,,,12247,5.0,5,,,,,,
,,,,,12253,6.0,6,,,,,,
,,,,,12257,4.0,4,,,,,,
,,,,,12260,3.0,3,,,,,,
,,,,,12264,4.0,4,,,,,,
,,,,,12268,4.0,4,,,,,,
,,,,,12276,8.0,8,,,,,,
,,,,,12280,4.0,4,,,,,,
,,,,,12283,3.0,3,,,,,,
,,,,,12288,5.0,5,,,,,,
,,,,,12303,15.0,15,,,,,,
,,,,,12309,6.0,6,,,,,,
,,,,,12312,3.0,3,,,,,,
,,,,,12317,5.0,5,,,,,,
,,,,,12320,3.0,3,,,,,,
,,,,,12330,10.0,10,,,,,,
,,,,,12333,3.0,3,,,,,,
,,,,,12340,7.0,7,,,,,,
,,,,,12344,4.0,4,,,,,,
,,,,,12349,5.0,5,,,,,,
,,,,,12353,4.0,4,,,,,,
,,,,,12357,4.0,4,,,,,,
,,,,,12365,8.0,8,,,,,,
,,,,,12376,11.0,11,,,,,,
,,,,,12380,4.0,4,,,,,,
,,,,,12384,4.0,4,,,,,,
,,,,,12389,5.0,5,,,,,,
,,,,,12393,4.0,4,,,,,,
,,,,,12397,4.0,4,,,,,,
,,,,,12408,11.0,11,,,,,,
,,,,,12411,3.0,3,,,,,,
,,,,,12425,14.0,14,,,,,,
,,,,,12429,4.0,4,,,,,,
,,,,,12433,4.0,4,,,,,,
,,,,,12437,4.0,4,,,,,,
,,,,,12442,5.0,5,,,,,,
,,,,,12451,9.0,9,,,,,,
,,,,,12460,9.0,9,,,,,,
,,,,,12466,6.0,6,,,,,,
,,,,,12471,5.0,5,,,,,,
,,,,,12475,4.0,4,,,,,,
,,,,,12484,9.0,9,,,,,,
,,,,,12487,3.0,3,,,,,,
,,,,,12495,8.0,8,,,,,,
,,,,,12501,6.0,6,,,,,,
,,,,,12509,8.0,8,,,,,,
,,,,,12515,6.0,6,,,,,,
,,,,,12521,6.0,6,,,,,,
,,,,,12525,4.0,4,,,,,,
,,,,,12548,23.0,23,,,,,,
,,,,,12558,10.0,10,,,,,,
,,,,,12566,8.0,8,,,,,,
,,,,,12573,7.0,7,,,,,,
,,,,,12577,4.0,4,,,,,,
,,,,,12582,5.0,5,,,,,,
,,,,,12590,8.0,8,,,,,,
,,,,,12594,4.0,4,,,,,,
,,,,,12598,4.0,4,,,,,,
,,,,,12601,3.0,3,,,,,,
,,,,,12608,7.0,7,,,,,,
,,,,,12616,8.0,8,,,,,,
,,,,,12620,4.0,4,,,,,,
,,,,,12624,4.0,4,,,,,,
,,,,,12628,4.0,4,,,,,,
,,,,,12635,7.0,7,,,,,,
,,,,,12639,4.0,4,,,,,,
,,,,,12642,3.0,3,,,,,,
,,,,,12652,10.0,10,,,,,,
,,,,,12657,5.0,5,,,,,,
,,,,,12669,12.0,12,,,,,,
,,,,,12677,8.0,8,,,,,,
,,,,,12692,15.0,15,,,,,,
,,,,,12699,7.0,7,,,,,,
,,,,,12705,6.0,6,,,,,,
,,,,,12716,11.0,11,,,,,,
,,,,,12721,5.0,5,,,,,,
,,,,,12726,5.0,5,,,,,,
,,,,,12729,3.0,3,,,,,,
,,,,,12733,4.0,4,,,,,,
,,,,,12737,4.0,4,,,,,,
,,,,,12740,3.0,3,,,,,,
,,,,,12745,5.0,5,,,,,,
,,,,,12753,8.0,8,,,,,,
,,,,,12761,8.0,8,,,,,,
,,,,,12766,5.0,5,,,,,,
,,,,,12770,4.0,4,,,,,,
,,,,,12777,7.0,7,,,,,,
,,,,,12783,6.0,6,,,,,,
,,,,,12800,17.0,17,,,,,,
,,,,,12804,4.0,4,,,,,,
,,,,,12816,12.0,12,,,,,,
,,,,,12826,10.0,10,,,,,,
,,,,,12832,6.0,6,,,,,,
,,,,,12837,5.0,5,,,,,,
,,,,,12842,5.0,5,,,,,,
,,,,,12849,7.0,7,,,,,,
,,,,,12855,6.0,6,,,,,,
,,,,,12872,17.0,17,,,,,,
,,,,,12879,7.0,7,,,,,,
,,,,,12884,5.0,5,,,,,,
,,,,,12894,10.0,10,,,,,,
,,,,,12898,4.0,4,,,,,,
,,,,,12901,3.0,3,,,,,,
,,,,,12911,10.0,10,,,,,,
,,,,,12919,8.0,8,,,,,,
,,,,,12925,6.0,6,,,,,,
,,,,,12937,12.0,12,,,,,,
,,,,,12944,7.0,7,,,,,,
,,,,,12950,6.0,6,,,,,,
,,,,,12961,11.0,11,,,,,,
,,,,,12971,10.0,10,,,,,,
,,,,,12974,3.0,3,,,,,,
,,,,,12980,6.0,6,,,,,,
,,,,,12984,4.0,4,,,,,,
,,,,,12991,7.0,7,,,,,,
,,,,,12996,5.0,5,,,,,,
,,,,,13000,,,1.9930050373077393,4.972156524658203,4.737831115722656,0.0003,0.0003,0.1
,,,,,13009,13.0,13,,,,,,
,,,,,13012,3.0,3,,,,,,
,,,,,13015,3.0,3,,,,,,
,,,,,13027,12.0,12,,,,,,
,,,,,13030,3.0,3,,,,,,
,,,,,13035,5.0,5,,,,,,
,,,,,13041,6.0,6,,,,,,
,,,,,13045,4.0,4,,,,,,
,,,,,13050,5.0,5,,,,,,
,,,,,13058,8.0,8,,,,,,
,,,,,13061,3.0,3,,,,,,
,,,,,13068,7.0,7,,,,,,
,,,,,13074,6.0,6,,,,,,
,,,,,13080,6.0,6,,,,,,
,,,,,13083,3.0,3,,,,,,
,,,,,13086,3.0,3,,,,,,
,,,,,13095,9.0,9,,,,,,
,,,,,13098,3.0,3,,,,,,
,,,,,13106,8.0,8,,,,,,
,,,,,13120,14.0,14,,,,,,
,,,,,13142,22.0,22,,,,,,
,,,,,13145,3.0,3,,,,,,
,,,,,13150,5.0,5,,,,,,
,,,,,13154,4.0,4,,,,,,
,,,,,13158,4.0,4,,,,,,
,,,,,13163,5.0,5,,,,,,
,,,,,13175,12.0,12,,,,,,
,,,,,13178,3.0,3,,,,,,
,,,,,13194,16.0,16,,,,,,
,,,,,13200,6.0,6,,,,,,
,,,,,13205,5.0,5,,,,,,
,,,,,13212,7.0,7,,,,,,
,,,,,13218,6.0,6,,,,,,
,,,,,13224,6.0,6,,,,,,
,,,,,13230,6.0,6,,,,,,
,,,,,13239,9.0,9,,,,,,
,,,,,13246,7.0,7,,,,,,
,,,,,13250,4.0,4,,,,,,
,,,,,13255,5.0,5,,,,,,
,,,,,13259,4.0,4,,,,,,
,,,,,13267,8.0,8,,,,,,
,,,,,13271,4.0,4,,,,,,
,,,,,13276,5.0,5,,,,,,
,,,,,13282,6.0,6,,,,,,
,,,,,13297,15.0,15,,,,,,
,,,,,13312,15.0,15,,,,,,
,,,,,13322,10.0,10,,,,,,
,,,,,13327,5.0,5,,,,,,
,,,,,13337,10.0,10,,,,,,
,,,,,13340,3.0,3,,,,,,
,,,,,13344,4.0,4,,,,,,
,,,,,13351,7.0,7,,,,,,
,,,,,13354,3.0,3,,,,,,
,,,,,13358,4.0,4,,,,,,
,,,,,13367,9.0,9,,,,,,
,,,,,13375,8.0,8,,,,,,
,,,,,13383,8.0,8,,,,,,
,,,,,13389,6.0,6,,,,,,
,,,,,13395,6.0,6,,,,,,
,,,,,13400,5.0,5,,,,,,
,,,,,13404,4.0,4,,,,,,
,,,,,13409,5.0,5,,,,,,
,,,,,13418,9.0,9,,,,,,
,,,,,13423,5.0,5,,,,,,
,,,,,13429,6.0,6,,,,,,
,,,,,13439,10.0,10,,,,,,
,,,,,13442,3.0,3,,,,,,
,,,,,13452,10.0,10,,,,,,
,,,,,13456,4.0,4,,,,,,
,,,,,13466,10.0,10,,,,,,
,,,,,13473,7.0,7,,,,,,
,,,,,13476,3.0,3,,,,,,
,,,,,13481,5.0,5,,,,,,
,,,,,13488,7.0,7,,,,,,
,,,,,13491,3.0,3,,,,,,
,,,,,13496,5.0,5,,,,,,
,,,,,13503,7.0,7,,,,,,
,,,,,13506,3.0,3,,,,,,
,,,,,13514,8.0,8,,,,,,
,,,,,13517,3.0,3,,,,,,
,,,,,13521,4.0,4,,,,,,
,,,,,13526,5.0,5,,,,,,
,,,,,13530,4.0,4,,,,,,
,,,,,13541,11.0,11,,,,,,
,,,,,13545,4.0,4,,,,,,
,,,,,13561,16.0,16,,,,,,
,,,,,13564,3.0,3,,,,,,
,,,,,13567,3.0,3,,,,,,
,,,,,13570,3.0,3,,,,,,
,,,,,13578,8.0,8,,,,,,
,,,,,13582,4.0,4,,,,,,
,,,,,13587,5.0,5,,,,,,
,,,,,13591,4.0,4,,,,,,
,,,,,13598,7.0,7,,,,,,
,,,,,13621,23.0,23,,,,,,
,,,,,13635,14.0,14,,,,,,
,,,,,13638,3.0,3,,,,,,
,,,,,13644,6.0,6,,,,,,
,,,,,13657,13.0,13,,,,,,
,,,,,13668,11.0,11,,,,,,
,,,,,13672,4.0,4,,,,,,
,,,,,13675,3.0,3,,,,,,
,,,,,13692,17.0,17,,,,,,
,,,,,13698,6.0,6,,,,,,
,,,,,13711,13.0,13,,,,,,
,,,,,13716,5.0,5,,,,,,
,,,,,13719,3.0,3,,,,,,
,,,,,13724,5.0,5,,,,,,
,,,,,13729,5.0,5,,,,,,
,,,,,13748,19.0,19,,,,,,
,,,,,13752,4.0,4,,,,,,
,,,,,13759,7.0,7,,,,,,
,,,,,13766,7.0,7,,,,,,
,,,,,13775,9.0,9,,,,,,
,,,,,13797,22.0,22,,,,,,
,,,,,13809,12.0,12,,,,,,
,,,,,13812,3.0,3,,,,,,
,,,,,13815,3.0,3,,,,,,
,,,,,13820,5.0,5,,,,,,
,,,,,13823,3.0,3,,,,,,
,,,,,13829,6.0,6,,,,,,
,,,,,13832,3.0,3,,,,,,
,,,,,13838,6.0,6,,,,,,
,,,,,13844,6.0,6,,,,,,
,,,,,13854,10.0,10,,,,,,
,,,,,13857,3.0,3,,,,,,
,,,,,13863,6.0,6,,,,,,
,,,,,13866,3.0,3,,,,,,
,,,,,13874,8.0,8,,,,,,
,,,,,13877,3.0,3,,,,,,
,,,,,13883,6.0,6,,,,,,
,,,,,13887,4.0,4,,,,,,
,,,,,13894,7.0,7,,,,,,
,,,,,13903,9.0,9,,,,,,
,,,,,13913,10.0,10,,,,,,
,,,,,13920,7.0,7,,,,,,
,,,,,13923,3.0,3,,,,,,
,,,,,13928,5.0,5,,,,,,
,,,,,13933,5.0,5,,,,,,
,,,,,13938,5.0,5,,,,,,
,,,,,13955,17.0,17,,,,,,
,,,,,13960,5.0,5,,,,,,
,,,,,13966,6.0,6,,,,,,
,,,,,13970,4.0,4,,,,,,
,,,,,13975,5.0,5,,,,,,
,,,,,13980,5.0,5,,,,,,
,,,,,13991,11.0,11,,,,,,
,,,,,13999,8.0,8,,,,,,
,,,,,14000,,,1.9142305850982666,4.725119590759277,4.676690101623535,0.0003,0.0003,0.1
,,,,,14009,10.0,10,,,,,,
