Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,23000,,,-52.841796875,-1.179135799407959,7.877577781677246,50.436744689941406,51.09593963623047,0.05394779145717621,-0.0021565391216427088,0.0003,0.0003,0.05394825339317322
,,,,,23446,1000.0,1000,,,,,,,,,,
,,,,,23506,60.0,60,,,,,,,,,,
,,,,,23569,63.0,63,,,,,,,,,,
,,,,,23633,64.0,64,,,,,,,,,,
,,,,,23700,67.0,67,,,,,,,,,,
,,,,,23785,85.0,85,,,,,,,,,,
,,,,,24000,,,-54.7336311340332,-1.0037914514541626,4.282652854919434,53.6363639831543,53.42855453491211,0.05595681071281433,0.010765273123979568,0.0003,0.0003,0.05596030503511429
,,,,,24785,1000.0,1000,,,,,,,,,,
1000.0,0.0,1000.0,1000.0,1000.0,25000,,,-54.1058349609375,-1.1318047046661377,6.854551792144775,51.278289794921875,51.03463363647461,0.06138802692294121,0.0033786376006901264,0.0003,0.0003,0.06139402836561203
,,,,,25785,1000.0,1000,,,,,,,,,,
,,,,,26000,,,-53.532257080078125,-1.2579654455184937,6.446928024291992,50.936195373535156,51.25564193725586,0.06737270951271057,-0.017470769584178925,0.0003,0.0003,0.06737978011369705
,,,,,26785,1000.0,1000,,,,,,,,,,
,,,,,27000,,,-54.223472595214844,-1.12001371383667,3.28255033493042,52.83380126953125,53.100341796875,0.07374648749828339,-0.00840421486645937,0.0003,0.0003,0.07375146448612213
,,,,,27785,1000.0,1000,,,,,,,,,,
,,,,,28000,,,-55.2243537902832,-1.0517362356185913,7.887662410736084,53.727630615234375,53.83335876464844,0.08023926615715027,0.010248233564198017,0.0003,0.0003,0.08024563640356064
,,,,,28785,1000.0,1000,,,,,,,,,,
,,,,,29000,,,-53.963287353515625,-1.0989322662353516,11.579838752746582,51.94770050048828,51.89039611816406,0.08586040139198303,-0.014480847865343094,0.0003,0.0003,0.08586359024047852
,,,,,29785,1000.0,1000,,,,,,,,,,
1000.0,0.0,1000.0,1000.0,1000.0,30000,,,-56.130130767822266,-1.118056297302246,5.499026298522949,53.65929412841797,53.37210464477539,0.0920407772064209,-0.002078866120427847,0.0003,0.0003,0.09204387664794922
,,,,,30785,1000.0,1000,,,,,,,,,,
,,,,,31000,,,-60.61285400390625,-0.9982552528381348,8.20766544342041,58.902366638183594,59.14659881591797,0.09586098045110703,-0.00735592283308506,0.0003,0.0003,0.0958622619509697
,,,,,31785,1000.0,1000,,,,,,,,,,
,,,,,32000,,,-59.554603576660156,-0.9334104657173157,2.3624517917633057,56.74488067626953,56.49324035644531,0.09930123388767242,-0.006461384706199169,0.0003,0.0003,0.09930408000946045
,,,,,32785,1000.0,1000,,,,,,,,,,
,,,,,33000,,,-59.200077056884766,-0.8462678790092468,14.38179874420166,56.901283264160156,56.22552490234375,0.09912985563278198,0.01786992698907852,0.0003,0.0003,0.09912595897912979
,,,,,33785,1000.0,1000,,,,,,,,,,
,,,,,34000,,,-58.866031646728516,-1.001176118850708,8.475881576538086,57.83133316040039,57.67273712158203,0.0940563827753067,0.01446365937590599,0.0003,0.0003,0.09404925256967545
,,,,,34785,1000.0,1000,,,,,,,,,,
381.5,333.11627,1000.0,83.0,381.5,35000,,,-63.70656204223633,-0.9835754036903381,6.116148948669434,60.891990661621094,60.89695739746094,0.08771342784166336,0.003083515213802457,0.0003,0.0003,0.08771008253097534
,,,,,35785,1000.0,1000,,,,,,,,,,
,,,,,35881,96.0,96,,,,,,,,,,
,,,,,35970,89.0,89,,,,,,,,,,
,,,,,36000,,,-64.51028442382812,-0.9235259890556335,1.704249382019043,63.29196548461914,63.452064514160156,0.08624827116727829,0.011543378233909607,0.0003,0.0003,0.08624481409788132
,,,,,36166,196.0,196,,,,,,,,,,
,,,,,36352,186.0,186,,,,,,,,,,
,,,,,36471,119.0,119,,,,,,,,,,
,,,,,36555,84.0,84,,,,,,,,,,
,,,,,36688,133.0,133,,,,,,,,,,
,,,,,36809,121.0,121,,,,,,,,,,
,,,,,36926,117.0,117,,,,,,,,,,
,,,,,37000,,,-64.31597137451172,-1.0730786323547363,4.052074432373047,61.65119934082031,61.555580139160156,0.08759710192680359,0.0027853832580149174,0.0003,0.0003,0.08759881556034088
,,,,,37048,122.0,122,,,,,,,,,,
,,,,,37196,148.0,148,,,,,,,,,,
,,,,,38000,,,-63.94349670410156,-1.3763066530227661,5.12831449508667,60.88568115234375,61.07770538330078,0.09165281057357788,-0.022431451827287674,0.0003,0.0003,0.09166586399078369
,,,,,38196,1000.0,1000,,,,,,,,,,
,,,,,39000,,,-63.29030227661133,-1.2064040899276733,4.863479137420654,61.2882194519043,61.15387725830078,0.09580378979444504,-0.0025401036255061626,0.0003,0.0003,0.09581319987773895
,,,,,39004,808.0,808,,,,,,,,,,
,,,,,39078,74.0,74,,,,,,,,,,
,,,,,39346,268.0,268,,,,,,,,,,
,,,,,39717,371.0,371,,,,,,,,,,
,,,,,39799,82.0,82,,,,,,,,,,
227.7,134.94966,471.0,75.0,227.7,40000,,,-65.00776672363281,-1.2254301309585571,4.073410987854004,63.213043212890625,63.334285736083984,0.09982367604970932,-0.013676132075488567,0.0003,0.0003,0.09983015060424805
,,,,,40799,1000.0,1000,,,,,,,,,,
,,,,,41000,,,-65.7602767944336,-1.1216843128204346,8.734976768493652,62.71234130859375,62.488460540771484,0.10181834548711777,-0.025051219388842583,0.0003,0.0003,0.10182883590459824
,,,,,41799,1000.0,1000,,,,,,,,,,
,,,,,42000,,,-70.67637634277344,-1.0721453428268433,7.183524131774902,68.88275146484375,68.87904357910156,0.10068070143461227,0.0023656184785068035,0.0003,0.0003,0.10068172961473465
,,,,,42799,1000.0,1000,,,,,,,,,,
,,,,,42907,108.0,108,,,,,,,,,,
,,,,,43000,,,-70.23159790039062,-0.9331885576248169,10.447495460510254,67.66595458984375,67.56072998046875,0.0985746830701828,0.012211039662361145,0.0003,0.0003,0.09857125580310822
,,,,,43019,112.0,112,,,,,,,,,,
,,,,,44000,,,-71.92985534667969,-1.1570357084274292,13.45350456237793,67.91190338134766,67.50340270996094,0.09374633431434631,-0.015923205763101578,0.0003,0.0003,0.09374968707561493
,,,,,44019,1000.0,1000,,,,,,,,,,
1000.0,0.0,1000.0,1000.0,1000.0,45000,,,-75.48583984375,-1.1160117387771606,0.5460831522941589,74.81954956054688,74.80361938476562,0.10511966049671173,-0.010933203622698784,0.0003,0.0003,0.10513008385896683
,,,,,45019,1000.0,1000,,,,,,,,,,
,,,,,46000,,,-74.2750244140625,-1.191410779953003,4.316977500915527,71.92533874511719,71.89741516113281,0.11409232765436172,-0.013004200533032417,0.0003,0.0003,0.11410146951675415
,,,,,46019,1000.0,1000,,,,,,,,,,
,,,,,47000,,,-76.05326843261719,-1.2416443824768066,10.029457092285156,72.42837524414062,72.3004150390625,0.12319964915513992,-0.02063775062561035,0.0003,0.0003,0.12320952117443085
,,,,,47019,1000.0,1000,,,,,,,,,,
,,,,,48000,,,-77.3812255859375,-1.272010326385498,0.7090944647789001,76.80062866210938,76.84762573242188,0.13142289221286774,-0.0279641505330801,0.0003,0.0003,0.13143344223499298
,,,,,48019,1000.0,1000,,,,,,,,,,
,,,,,49000,,,-78.48745727539062,-1.1421048641204834,2.2666194438934326,76.69676208496094,76.82625579833984,0.13910283148288727,-0.023696906864643097,0.0003,0.0003,0.13911819458007812
,,,,,49019,1000.0,1000,,,,,,,,,,
