Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,3315,6.0,6,,,,,,,,
,,,,,3319,4.0,4,,,,,,,,
,,,,,3332,13.0,13,,,,,,,,
,,,,,3340,8.0,8,,,,,,,,
,,,,,3347,7.0,7,,,,,,,,
,,,,,3350,3.0,3,,,,,,,,
,,,,,3354,4.0,4,,,,,,,,
,,,,,3358,4.0,4,,,,,,,,
,,,,,3362,4.0,4,,,,,,,,
,,,,,3367,5.0,5,,,,,,,,
,,,,,3374,7.0,7,,,,,,,,
,,,,,3378,4.0,4,,,,,,,,
,,,,,3383,5.0,5,,,,,,,,
,,,,,3388,5.0,5,,,,,,,,
,,,,,3392,4.0,4,,,,,,,,
,,,,,3397,5.0,5,,,,,,,,
,,,,,3403,6.0,6,,,,,,,,
,,,,,3421,18.0,18,,,,,,,,
,,,,,3437,16.0,16,,,,,,,,
,,,,,3442,5.0,5,,,,,,,,
,,,,,3455,13.0,13,,,,,,,,
,,,,,3465,10.0,10,,,,,,,,
,,,,,3471,6.0,6,,,,,,,,
,,,,,3475,4.0,4,,,,,,,,
,,,,,3480,5.0,5,,,,,,,,
,,,,,3496,16.0,16,,,,,,,,
,,,,,3502,6.0,6,,,,,,,,
,,,,,3508,6.0,6,,,,,,,,
,,,,,3520,12.0,12,,,,,,,,
,,,,,3530,10.0,10,,,,,,,,
,,,,,3535,5.0,5,,,,,,,,
,,,,,3539,4.0,4,,,,,,,,
,,,,,3548,9.0,9,,,,,,,,
,,,,,3554,6.0,6,,,,,,,,
,,,,,3558,4.0,4,,,,,,,,
,,,,,3561,3.0,3,,,,,,,,
,,,,,3564,3.0,3,,,,,,,,
,,,,,3567,3.0,3,,,,,,,,
,,,,,3595,28.0,28,,,,,,,,
,,,,,3610,15.0,15,,,,,,,,
,,,,,3614,4.0,4,,,,,,,,
,,,,,3618,4.0,4,,,,,,,,
,,,,,3625,7.0,7,,,,,,,,
,,,,,3634,9.0,9,,,,,,,,
,,,,,3646,12.0,12,,,,,,,,
,,,,,3650,4.0,4,,,,,,,,
,,,,,3655,5.0,5,,,,,,,,
,,,,,3680,25.0,25,,,,,,,,
,,,,,3690,10.0,10,,,,,,,,
,,,,,3695,5.0,5,,,,,,,,
,,,,,3705,10.0,10,,,,,,,,
,,,,,3720,15.0,15,,,,,,,,
,,,,,3730,10.0,10,,,,,,,,
,,,,,3737,7.0,7,,,,,,,,
,,,,,3761,24.0,24,,,,,,,,
,,,,,3779,18.0,18,,,,,,,,
,,,,,3784,5.0,5,,,,,,,,
,,,,,3801,17.0,17,,,,,,,,
,,,,,3820,19.0,19,,,,,,,,
,,,,,3827,7.0,7,,,,,,,,
,,,,,3832,5.0,5,,,,,,,,
,,,,,3836,4.0,4,,,,,,,,
,,,,,3839,3.0,3,,,,,,,,
,,,,,3846,7.0,7,,,,,,,,
,,,,,3851,5.0,5,,,,,,,,
,,,,,3854,3.0,3,,,,,,,,
,,,,,3862,8.0,8,,,,,,,,
,,,,,3872,10.0,10,,,,,,,,
,,,,,3883,11.0,11,,,,,,,,
,,,,,3894,11.0,11,,,,,,,,
,,,,,3909,15.0,15,,,,,,,,
,,,,,3914,5.0,5,,,,,,,,
,,,,,3917,3.0,3,,,,,,,,
,,,,,3922,5.0,5,,,,,,,,
,,,,,3931,9.0,9,,,,,,,,
,,,,,3940,9.0,9,,,,,,,,
,,,,,3945,5.0,5,,,,,,,,
,,,,,3970,25.0,25,,,,,,,,
,,,,,3975,5.0,5,,,,,,,,
,,,,,3979,4.0,4,,,,,,,,
,,,,,3982,3.0,3,,,,,,,,
,,,,,3988,6.0,6,,,,,,,,
,,,,,3999,11.0,11,,,,,,,,
,,,,,4004,5.0,5,,,,,,,,
,,,,,4027,23.0,23,,,,,,,,
,,,,,4035,8.0,8,,,,,,,,
,,,,,4039,4.0,4,,,,,,,,
,,,,,4054,15.0,15,,,,,,,,
,,,,,4060,6.0,6,,,,,,,,
,,,,,4068,8.0,8,,,,,,,,
,,,,,4075,7.0,7,,,,,,,,
,,,,,4079,4.0,4,,,,,,,,
,,,,,4083,4.0,4,,,,,,,,
,,,,,4089,6.0,6,,,,,,,,
,,,,,4093,4.0,4,,,,,,,,
,,,,,4108,15.0,15,,,,,,,,
,,,,,4115,7.0,7,,,,,,,,
,,,,,4126,11.0,11,,,,,,,,
,,,,,4130,4.0,4,,,,,,,,
,,,,,4140,10.0,10,,,,,,,,
,,,,,4144,4.0,4,,,,,,,,
,,,,,4148,4.0,4,,,,,,,,
,,,,,4152,4.0,4,,,,,,,,
,,,,,4157,5.0,5,,,,,,,,
,,,,,4161,4.0,4,,,,,,,,
,,,,,4168,7.0,7,,,,,,,,
,,,,,4173,5.0,5,,,,,,,,
,,,,,4180,7.0,7,,,,,,,,
,,,,,4183,3.0,3,,,,,,,,
,,,,,4196,13.0,13,,,,,,,,
,,,,,4202,6.0,6,,,,,,,,
,,,,,4207,5.0,5,,,,,,,,
,,,,,4210,3.0,3,,,,,,,,
,,,,,4218,8.0,8,,,,,,,,
,,,,,4221,3.0,3,,,,,,,,
,,,,,4226,5.0,5,,,,,,,,
