Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,81000,,,5.053859710693359,19.69908905029297,19.44843864440918,159.88262939453125,0.8741875,9.57290625e-05
,,,,,81436,290.0,2170,,,,,,
,,,,,81973,280.0,2170,,,,,,
,,,,,82000,,,15.716829299926758,19.03167724609375,18.360929489135742,292.5074157714844,0.872125,9.562489583333334e-05
,,,,,82466,260.0,1986,,,,,,
,,,,,82953,290.0,1962,,,,,,
,,,,,83000,,,6.53759241104126,22.757604598999023,23.4581298828125,294.123046875,0.8700625,9.552072916666667e-05
,,,,,83534,340.0,2330,,,,,,
,,,,,83986,330.0,1810,,,,,,
,,,,,84000,,,5.393122673034668,24.317264556884766,24.655834197998047,187.97442626953125,0.868,9.541656250000001e-05
,,,,,84464,300.0,1930,,,,,,
,,,,,84925,220.0,1866,,,,,,
,,,,,85000,,,9.399801254272461,23.09712028503418,23.83095932006836,305.7430114746094,0.8659375,9.531239583333334e-05
,,,,,85405,260.0,1946,,,,,,
,,,,,85963,280.0,2258,,,,,,
,,,,,86000,,,97.95654296875,21.29497528076172,24.567182540893555,685.7758178710938,0.863875,9.520822916666667e-05
,,,,,86413,300.0,1826,,,,,,
,,,,,87000,,,6.873547077178955,25.054229736328125,25.5338134765625,319.0428466796875,0.8618125,9.51040625e-05
,,,,,87135,690.0,2914,,,,,,
,,,,,87681,290.0,2210,,,,,,
,,,,,88000,,,3.8949599266052246,20.834625244140625,21.271129608154297,192.00465393066406,0.85975,9.499989583333334e-05
,,,,,88144,220.0,1874,,,,,,
,,,,,88649,270.0,2042,,,,,,
,,,,,89000,,,3.7492635250091553,24.865779876708984,23.677684783935547,436.6425476074219,0.8576875,9.489572916666667e-05
,,,,,89085,230.0,1762,,,,,,
,,,,,89746,790.0,2666,,,,,,
263.0,161.37224,580.0,140.0,2197.2,90000,,,3.9413139820098877,25.330810546875,25.278221130371094,211.2029571533203,0.855625,9.479156250000001e-05
,,,,,90303,260.0,2258,,,,,,
,,,,,90727,210.0,1706,,,,,,
,,,,,91000,,,7.562200546264648,29.257349014282227,29.009340286254883,207.10342407226562,0.8535625,9.468739583333334e-05
,,,,,91205,290.0,1930,,,,,,
,,,,,91771,360.0,2266,,,,,,
,,,,,92000,,,4.3502197265625,23.144357681274414,23.40342140197754,200.8177490234375,0.8515,9.458322916666668e-05
,,,,,92174,210.0,1634,,,,,,
